Index,Histogram,band_1_mean,band_1_std,band_2_mean,band_2_std,band_3_mean,band_3_std
2816.000,   3.000, 190.667,  14.659, 225.667,  10.965, 226.000,  12.193
2817.000, 465.000, 241.062,  28.232, 245.781,  25.494, 246.725,  22.298
2818.000,   7.000, 179.143,  17.804, 184.714,  17.886, 230.286,  13.242
2819.000,   2.000, 168.500,   9.500, 192.000,   7.000, 194.000,   8.000
2820.000,  90.000, 194.867,  22.857, 209.267,  17.313, 211.244,  17.938
2821.000,   2.000, 184.000,   4.000, 244.000,   1.000, 237.000,   2.000
2822.000,   4.000,  70.250,  83.703,  74.000,  86.507, 110.000,  86.478
2823.000,  39.000, 224.282,  60.780, 233.385,  60.100, 228.410,  60.702
2824.000,   3.000, 124.667,  20.677, 194.667,  12.120, 189.000,  14.967
2825.000, 448.000, 152.105,  17.816, 139.292,  16.653, 131.183,  16.675
2826.000,   6.000, 125.000, 100.013, 125.333,  99.122, 167.667,  88.979
2827.000,   2.000, 100.500,  11.500, 108.000,  12.000, 158.500,   8.500
2828.000,   2.000, 212.500,   0.500, 210.500,   1.500, 206.000,   2.000
2829.000,   5.000, 195.600,  22.223, 200.800,  22.257, 234.200,  20.498
2830.000,   3.000, 184.333,  16.740, 222.667,  15.923, 217.667,  14.291
2831.000, 147.000,  80.531,  19.912, 160.279,  22.219,  94.361,  15.812
2832.000,   3.000,  16.000,  17.795,  16.000,  17.795,  72.000,  20.607
2833.000,   4.000,  26.750,  33.670,  25.250,  33.981,  25.250,  32.775
2834.000, 124.000, 205.024,  16.150, 218.435,  12.869, 221.895,  12.310
2835.000,   3.000,  11.667,   5.558,  92.667,   6.128,  37.000,   6.164
2836.000,28999.000, 109.734,  11.407, 101.946,  10.027,  95.881,  10.354
2837.000,22855.000,  85.922,  10.018,  86.382,   9.845,  78.331,   9.563
2838.000,   5.000, 201.000,  18.836, 220.000,  14.980, 226.200,  15.523
2839.000,   4.000, 181.000,  14.089, 222.750,  10.425, 216.500,  11.715
2840.000,   3.000, 181.000,  39.900, 199.667,  36.381, 209.000,  32.619
2841.000,  21.000,  55.000,  12.980,  50.857,  13.163,  44.429,  13.062
2842.000,   4.000, 195.000,  10.977, 227.250,   6.180, 225.500,   6.801
2843.000,   3.000, 173.000,  13.491, 216.667,  10.656, 204.333,  13.888
2844.000,   3.000, 128.333,  15.542, 185.667,  13.072, 186.667,  13.888
2845.000,  47.000,  53.702,  16.840,  50.681,  16.263,  44.043,  16.380
2846.000,   4.000,  96.750,  39.130, 112.750,  37.151, 152.750,  36.894
2847.000,   2.000, 171.500,   8.500, 191.000,   8.000, 197.500,   7.500
2848.000,   3.000, 169.667,  15.542, 182.667,  13.912, 189.667,  13.573
2849.000,   6.000, 168.333,  10.111, 169.000,   9.626, 158.667,   9.860
2850.000,   5.000, 158.600,  18.293, 191.800,  13.991, 196.400,  13.793
2851.000, 136.000, 242.331,  15.565, 250.721,   8.449, 251.309,   8.288
2852.000,   4.000, 197.250,  26.224, 217.000,  17.205, 221.500,  19.242
2853.000,   6.000,  51.000,  16.176, 117.333,  11.397, 110.000,  12.069
2854.000,   4.000, 162.250,  74.557, 171.750,  72.943, 185.000,  70.810
2855.000,   8.000, 182.625,   9.486, 182.875,   9.867, 188.375,  10.246
2856.000,   2.000, 129.000,   7.000, 171.000,   5.000, 173.500,   4.500
2857.000,   7.000, 165.571,  16.629, 179.714,  15.953, 179.571,  15.324
2858.000,   3.000, 166.667,  30.641, 200.667,  28.546, 212.000,  30.408
2859.000,18673.000, 102.661,   8.003,  94.778,   6.650,  87.558,   6.916
2860.000,   2.000, 200.000,  12.000, 232.000,  13.000, 225.500,  12.500
2861.000,   4.000,  94.250,  23.520, 135.250,  20.681, 145.250,  22.797
2862.000,   9.000, 190.778,  20.209, 209.444,  18.476, 214.111,  21.346
2863.000,   6.000, 166.000,  36.074, 213.000,  30.887, 218.333,  30.917
2864.000,24818.000, 109.785,  13.017, 104.862,  11.175,  98.187,  11.273
2865.000,   4.000, 168.250,   7.395, 175.750,   8.166, 175.250,   7.886
2866.000,12898.000,  97.593,  11.872,  91.784,  10.442,  85.029,  10.301
2867.000,   4.000, 210.250,  12.755, 219.250,  13.498, 220.000,  14.018
2868.000,   6.000,  45.000,  13.589,  52.667,  12.944,  36.333,  13.262
2869.000, 168.000, 159.006,  13.084, 179.089,  16.710, 183.917,  16.073
2870.000,  27.000, 182.852,  10.466, 164.000,  10.353, 158.593,  10.271
2871.000,   6.000, 184.333,   8.260, 196.333,   7.110, 193.667,   6.749
2872.000, 215.000, 173.195,  11.490, 162.009,  10.872, 153.363,  11.129
2873.000,17852.000, 104.588,  12.787,  97.240,  11.674,  91.772,  12.173
2874.000,   4.000,  33.500,   9.937,  32.000,  10.770,  27.000,  10.770
2875.000,  10.000,  33.700,   8.855,  33.100,   8.324,  30.500,   9.135
2876.000,   5.000,  51.000,   7.127,  50.400,   6.711,  40.200,   6.911
2877.000,23686.000, 127.007,  16.316, 116.744,  13.817, 111.105,  14.854
2878.000,10635.000,  93.522,  10.717,  90.790,   9.404,  83.682,   9.604
2879.000, 305.000, 239.125,  15.658, 248.951,   8.707, 250.525,   7.196
2880.000,  13.000, 201.692,  19.181, 216.077,  16.007, 216.615,  15.882
2881.000,   3.000, 130.667,  12.658, 178.333,  11.728, 172.333,  11.728
2882.000,   3.000, 159.667,  10.209, 191.333,   8.576, 193.000,   8.981
2883.000,   5.000, 133.200,  15.905, 171.600,  11.465, 166.600,  12.909
2884.000, 156.000, 199.808,  16.267, 215.218,  14.605, 217.571,  15.368
2885.000,   2.000,  18.000,   2.000,  18.000,   2.000,  10.000,   2.000
2886.000,14766.000, 107.122,  14.947, 100.612,  12.993,  92.815,  13.154
2887.000,   3.000, 129.333,  13.199, 171.667,  13.695, 165.000,  13.441
2888.000,   3.000, 184.667,  18.909, 219.667,  15.755, 214.333,  15.628
2889.000,  17.000, 166.647,  13.266, 186.059,  14.783, 190.176,  15.886
2890.000,   5.000, 195.000,  22.009, 220.800,  18.627, 217.000,  20.030
2891.000,   6.000, 165.833,   8.493, 189.833,   8.493, 192.833,   9.353
2892.000, 165.000, 237.267,  14.225, 246.085,  11.003, 248.327,   9.833
2893.000,16978.000, 107.665,  10.588,  99.408,   9.206,  92.378,   9.262
2894.000,   3.000, 189.000,  21.119, 209.333,  15.861, 207.667,  18.355
2895.000,   4.000,  20.000,   9.618,  18.250,   9.391,  14.500,   9.447
2896.000,  29.000, 158.552,  19.217, 178.414,  16.494, 179.483,  17.988
2897.000,  15.000, 177.933,  13.940, 172.133,  14.014, 169.067,  14.026
2898.000,16645.000, 106.111,  15.628, 105.117,  12.154,  95.808,  12.630
2899.000,   5.000, 163.000,   3.162, 196.600,   3.441, 206.000,   3.633
2900.000,   7.000, 186.857,  18.597, 219.571,  12.927, 228.429,  12.362
2901.000,   4.000, 153.000,  12.787, 195.000,  12.145, 206.250,  11.322
2902.000,   8.000,  47.000,  14.891,  49.000,  14.925,  38.125,  14.987
2903.000,  12.000, 168.250,  19.106, 170.167,  17.204, 170.833,  16.807
2904.000,   8.000, 186.125,  15.949, 205.875,  15.917, 207.125,  15.744
2905.000,   3.000, 163.333,   7.040, 202.333,   5.437, 208.000,   5.354
2906.000,   7.000, 180.571,  21.711, 207.571,  17.541, 212.714,  17.677
2907.000,13357.000,  89.620,  11.412,  84.905,  10.515,  78.194,  10.208
2908.000,  21.000,  31.000,  11.309,  20.048,  11.231,  24.714,  11.732
2909.000, 110.000, 244.555,  13.880, 242.427,  14.439, 241.600,  14.635
2910.000,21660.000,  91.030,  12.590,  91.038,  10.843,  80.256,  11.673
2911.000,   2.000, 154.000,  11.000, 194.000,  10.000, 200.500,  10.500
2912.000,   9.000, 203.444,  23.372, 211.333,  20.624, 207.222,  21.107
2913.000,   3.000, 132.667,   8.807, 173.000,   6.377, 181.333,   6.182
2914.000,   4.000, 192.500,   5.315, 206.500,   5.315, 205.750,   5.673
2915.000,  27.000,  58.481,  18.077,  57.333,  18.127,  48.222,  18.054
2916.000,   7.000, 203.429,  17.541, 205.143,  16.983, 205.429,  17.053
2917.000,  33.000,  45.303,  13.104,  44.394,  12.321,  38.333,  12.796
2918.000,  15.000,  45.200,  11.432,  44.733,  11.676,  39.667,  11.614
2919.000,   4.000,  11.250,   5.673,   5.750,   6.534,   6.500,   5.679
2920.000,  33.000, 162.636,  12.622, 153.909,  12.021, 145.879,  11.987
2921.000,   9.000, 193.778,  18.042, 203.111,  15.680, 201.333,  16.951
2922.000,   2.000,  22.000,   3.000,  10.000,   3.000,  13.000,   2.000
2923.000, 430.000, 164.214,  16.295, 172.433,  17.912, 176.495,  19.737
2924.000,20036.000, 107.898,  12.481,  99.023,  10.200,  91.017,  10.148
2925.000,   3.000, 195.000,   5.888, 206.000,   5.888, 202.000,   5.888
2926.000, 185.000, 241.049,  17.062, 248.768,  10.965, 248.146,  11.593
2927.000,   3.000, 171.333,  15.326, 197.000,  12.356, 192.000,  12.356
2928.000, 251.000, 197.406,  16.544, 200.466,  14.645, 205.466,  14.968
2929.000,   2.000,  23.000,   0.000,   8.000,   0.000,  15.000,   0.000
2930.000,   2.000,  38.000,   3.000,  23.000,   3.000,  30.000,   3.000
2931.000,   3.000,  20.000,   8.287,   9.667,   7.587,  13.333,   7.930
2932.000,   7.000, 174.714,  18.172, 200.714,  12.635, 194.857,  13.695
2933.000,  11.000,  36.455,  15.482,  38.364,  15.499,  31.000,  15.498
2934.000,  78.000, 144.436,  13.924, 141.346,  12.476, 130.154,  12.738
2935.000,21634.000, 106.567,  11.330, 102.189,   9.795,  94.406,  10.070
2936.000,16712.000,  98.393,  10.646,  99.765,   9.208,  88.793,   8.559
2937.000,   9.000, 160.444,  17.308, 171.222,  15.852, 177.111,  15.673
2938.000,  22.000, 206.182,  25.455, 189.955,  25.374, 185.864,  25.290
2939.000,  10.000, 249.300,   9.665, 236.900,  10.995, 231.900,  11.193
2940.000,   3.000, 179.667,  17.745, 211.667,  16.780, 211.000,  17.205
2941.000,   4.000,  39.750,  12.275,  39.750,  12.275,  29.750,  12.275
2942.000,   5.000, 195.600,  15.081, 197.600,  13.485, 194.200,  12.544
2943.000, 100.000, 243.450,  20.038, 248.600,  17.043, 244.860,  19.083
2944.000,  12.000,  43.750,  12.316,  57.417,  12.052,  40.417,  12.196
2945.000,  66.000, 241.288,  16.500, 246.864,   9.665, 248.636,   9.539
2946.000,   3.000, 196.000,  23.622, 224.667,  21.013, 224.333,  21.484
2947.000,   3.000, 185.333,  11.557, 206.667,  12.499, 197.333,  13.695
2948.000,   3.000, 198.667,  18.409, 221.333,  11.025, 225.667,  12.257
2949.000,   6.000,  18.167,   7.198,  17.167,   7.198,  13.167,   7.198
2950.000,21767.000, 106.594,  14.188, 102.270,  12.543,  93.184,  11.978
2951.000,   6.000, 204.000,  22.686, 212.333,  22.903, 198.667,  23.471
2952.000,  89.000, 154.404,   9.266, 142.618,   7.799, 134.921,   8.130
2953.000,  15.000,  45.867,  12.420,  45.600,  11.529,  39.000,  11.039
2954.000,   9.000, 205.111,  15.409, 212.667,  14.674, 213.778,  14.359
2955.000,   3.000, 206.667,  11.086, 214.667,  11.086, 216.667,  11.086
2956.000,  47.000, 242.468,  14.115, 244.745,  11.846, 241.085,  12.876
2957.000,   3.000, 196.000,  17.682, 211.333,  13.573, 201.667,  14.817
2958.000,  27.000, 159.000,  10.555, 155.519,  10.415, 143.296,  10.449
2959.000,21262.000,  82.502,  11.201,  83.685,  11.086,  75.685,  10.607
2960.000,   5.000, 199.600,  15.525, 211.400,  12.847, 200.000,  13.342
2961.000,20805.000, 116.167,  12.672, 106.283,  11.143,  99.557,  11.087
2962.000,  30.000,  43.367,  17.717,  51.000,  16.735,  37.900,  17.010
2963.000,   5.000, 210.800,  11.771, 216.600,  11.253, 213.000,   9.839
2964.000,  10.000,  43.500,  13.351,  34.900,  12.755,  36.000,  12.992
2965.000,  10.000,  36.600,  12.627,  27.600,  12.627,  28.800,  12.711
2966.000,23059.000,  89.482,  12.043,  88.665,  11.085,  80.788,  10.648
2967.000,   9.000, 207.222,  16.301, 210.667,  13.098, 205.000,  13.266
2968.000,11550.000,  95.408,  16.137,  95.212,  11.613,  82.883,  12.717
2969.000,10861.000,  91.840,   8.647,  88.275,   8.308,  79.152,   8.012
2970.000,16641.000, 153.428,  14.926, 140.369,  16.645, 136.355,  17.228
2971.000,13983.000, 131.743,  18.146, 127.827,  15.734, 122.757,  17.499
2972.000,1753.000,  87.917,  14.877,  85.686,  11.275,  94.828,  11.696
2973.000,  13.000,  44.231,  11.603,  48.538,  11.991,  37.000,  11.780
2974.000,  12.000, 167.000,  23.220, 172.667,  22.058, 175.000,  22.989
2975.000, 622.000, 166.675,  12.273, 153.990,  16.291, 148.395,  17.797
2976.000, 192.000, 210.156,  20.176, 215.333,  17.623, 219.974,  18.126
2977.000,   3.000, 164.667,   7.364, 182.667,   6.128, 181.000,   6.532
2978.000,   4.000, 163.250,  13.007, 175.750,  12.497, 183.500,  12.093
2979.000,16985.000, 110.637,  13.737, 100.701,  11.776,  93.423,  11.187
2980.000,20092.000,  86.584,  13.589,  85.611,  12.680,  75.869,  12.018
2981.000,   3.000, 145.667,  13.474, 163.000,  11.776, 166.667,  11.324
2982.000,23542.000,  98.966,  12.753,  94.682,  11.069,  87.374,  11.478
2983.000,  83.000, 176.446,  10.973, 194.072,   9.761, 195.386,   9.942
2984.000,  78.000, 149.282,  12.966, 162.808,  12.662, 173.346,  13.354
2985.000,21475.000, 142.621,  17.924, 130.713,  17.526, 125.082,  18.554
2986.000, 278.000, 217.960,  20.167, 228.996,  15.648, 232.022,  15.838
2987.000,   5.000, 178.400,  18.672, 180.600,  17.772, 186.200,  17.058
2988.000,   4.000, 144.750,  11.076, 164.750,   8.012, 171.250,   8.437
2989.000,   5.000, 162.600,  20.963, 169.200,  17.859, 178.600,  18.117
2990.000,11180.000, 100.698,   9.843,  94.542,   8.356,  85.919,   8.604
2991.000,16350.000,  89.938,  11.382,  85.095,  10.436,  78.103,  10.072
2992.000,   3.000, 173.333,  14.704, 200.667,  15.797, 204.667,  15.797
2993.000,22314.000,  88.256,  10.196,  90.100,   9.117,  81.598,   9.171
2994.000,11359.000,  88.675,  11.466,  87.839,  10.316,  79.827,  10.311
2995.000,   4.000, 205.750,   4.206, 192.750,   4.206, 184.250,   3.961
2996.000,20824.000,  81.728,  11.887,  81.205,  11.901,  73.980,  11.229
2997.000,   5.000,  30.000,  12.506,  17.800,  13.407,  22.000,  13.221
2998.000,16857.000,  92.077,  12.235,  88.937,  10.842,  82.091,  10.757
2999.000,10408.000, 107.538,  18.684, 102.629,  15.294,  95.629,  15.887
3000.000,  30.000,  73.833,  16.805,  62.600,  16.554,  60.233,  16.339
3001.000,17496.000, 144.034,  13.987, 132.883,  15.296, 128.727,  16.625
3002.000,11245.000,  93.841,  11.931,  87.580,  11.227,  82.845,  10.564
3003.000,25872.000,  96.531,  11.047,  90.723,   9.265,  83.239,   9.414
3004.000,  14.000,  35.571,  14.524,  44.857,  14.446,  31.429,  14.768
3005.000,  10.000,  86.500,  11.792,  71.100,  11.785,  64.100,  11.785
3006.000,   3.000, 196.667,   9.031, 176.333,  10.781, 171.000,  10.985
3007.000,   3.000, 205.333,  10.209, 183.667,   9.877, 178.333,   9.741
3008.000,   3.000, 252.000,   4.243, 238.000,   7.874, 233.333,   7.587
3009.000,   3.000, 180.667,   7.409, 163.667,   7.717, 160.000,   7.874
3010.000,2724.000, 170.923,  13.529, 165.133,  13.647, 148.468,  12.503
3011.000,11025.000, 103.028,  10.306,  98.874,   8.107,  91.043,   8.403
3012.000,   3.000, 233.333,  12.284, 215.000,  12.028, 211.667,  11.086
3013.000,13328.000,  87.654,  13.091,  86.895,  11.814,  78.722,  11.867
3014.000,17547.000, 115.010,  14.737, 108.275,  12.324, 101.409,  13.322
3015.000,   2.000,  13.000,   2.000,   9.000,   2.000,   8.000,   2.000
3016.000,   6.000,  32.000,  11.165,  43.000,  11.165,  26.000,  11.165
3017.000,15025.000, 116.417,  13.903, 108.885,  11.637, 100.106,  11.867
3018.000,   6.000, 177.167,   9.136, 193.000,   7.394, 202.667,   8.882
3019.000,22711.000, 109.412,  10.697, 101.996,  10.905,  97.708,  11.830
3020.000,18187.000,  92.397,  12.646,  94.332,  10.556,  79.196,  10.312
3021.000,   6.000,  35.833,  11.654,  19.500,  12.038,  30.667,  11.842
3022.000,23504.000, 117.039,  10.958, 114.273,   8.889, 107.194,  10.162
3023.000,   9.000,  43.333,  12.065,  45.222,  12.372,  36.778,  12.209
3024.000,   4.000,  36.500,  13.276,  22.500,  13.276,  22.250,  13.103
3025.000,  48.000, 129.500,  15.164, 170.396,  13.680, 169.083,  15.275
3026.000,11165.000,  77.440,  12.794,  75.687,  13.232,  69.348,  12.422
3027.000,   6.000, 163.500,  15.446, 169.667,  13.780, 171.333,  15.162
3028.000,   8.000, 209.125,  16.684, 209.000,  14.925, 211.750,  14.906
3029.000,   2.000, 165.000,   6.000, 171.500,   4.500, 175.000,   5.000
3030.000,   3.000,  60.000,  17.720, 100.000,  14.142, 103.667,  14.384
3031.000,  13.000,  60.000,  13.132,  53.000,  13.132,  44.077,  13.528
3032.000,   7.000, 150.571,  16.689, 172.143,  14.377, 184.571,  13.595
3033.000,  74.000, 233.635,  17.247, 235.162,  15.856, 237.919,  15.716
3034.000,   3.000, 183.333,  13.524, 187.333,  14.008, 191.333,  13.199
3035.000,   3.000, 144.000,  74.650, 171.000,  76.057, 174.667,  75.782
3036.000, 103.000, 239.184,  21.414, 249.379,  12.705, 250.699,  12.715
3037.000,   2.000, 183.000,   3.000, 183.000,   4.000, 188.000,   4.000
3038.000,   2.000,  18.500,   0.500,  58.500,   4.500,  53.000,   3.000
3039.000,   5.000, 183.800,   3.709, 229.400,   4.630, 224.000,   4.000
3040.000,   3.000,  50.667,   9.177, 100.333,   9.286,  92.333,   9.031
3041.000,21985.000,  98.546,  17.021,  95.740,  14.159,  86.308,  13.691
3042.000, 119.000, 242.866,  20.690, 248.815,  19.076, 248.613,  19.214
3043.000,   6.000, 156.500,  61.087, 162.167,  61.616, 157.333,  61.616
3044.000,   3.000, 197.667,  16.760, 212.333,  13.275, 209.667,  14.384
3045.000,1659.000, 166.066,  16.680, 158.578,  15.753, 143.631,  15.379
3046.000,   5.000, 130.800,  10.400, 160.000,   8.438, 172.000,   8.672
3047.000,   2.000, 187.000,  11.000, 196.500,   6.500, 200.000,   7.000
3048.000,   3.000, 193.667,  17.153, 216.000,  14.697, 210.667,  15.521
3049.000,   4.000, 176.750,   9.653, 190.750,   7.595, 197.250,   7.259
3050.000,   2.000, 207.500,   1.500, 221.500,   0.500, 214.500,   0.500
3051.000, 111.000, 209.667,  15.701, 217.865,  12.233, 222.054,  12.194
3052.000,   4.000, 173.000,  10.654, 186.000,   8.515, 192.250,   8.258
3053.000,   4.000, 119.500,   8.261, 172.250,   0.433, 182.750,   3.345
3054.000,  16.000, 179.312,  21.124, 220.062,  16.300, 228.562,  15.823
3055.000,   4.000, 155.500,   7.297, 196.000,   4.950, 199.000,   6.285
3056.000, 373.000, 193.520,  17.235, 206.606,  15.879, 212.563,  16.480
3057.000,   3.000, 191.000,  13.928, 205.000,  13.928, 206.000,  13.928
3058.000, 118.000, 239.068,  19.250, 251.814,   7.296, 251.542,   7.288
3059.000,   3.000, 173.667,  14.079, 202.667,  12.472, 208.667,  13.275
3060.000,   3.000,  22.000,  14.353,  21.000,  14.353,  16.000,  14.353
3061.000,   8.000, 170.625,  18.090, 194.125,  16.541, 199.125,  17.467
3062.000,13312.000, 116.011,  11.731, 105.677,  10.328,  99.471,  10.188
3063.000,   6.000, 136.333,  15.326, 191.000,  12.477, 190.000,  10.344
3064.000,   2.000,  67.500,   8.500, 137.000,   4.000, 144.500,   2.500
3065.000,12656.000, 114.165,  17.247, 104.387,  14.151,  97.000,  14.066
3066.000,   3.000,  22.667,   9.104,  18.000,   8.042,  15.333,   9.463
3067.000,   3.000, 132.000,  11.431, 162.000,  11.431, 172.333,  11.025
3068.000,   9.000, 124.778,  17.453, 107.111,  17.629,  96.222,  17.974
3069.000,21782.000, 143.745,  16.220, 137.438,  17.069, 135.293,  19.104
3070.000,   8.000, 165.250,  16.776, 177.750,  15.809, 183.125,  15.917
3071.000,   3.000, 178.333,   5.437, 222.667,   6.944, 219.333,   7.409
3072.000,14154.000, 142.313,  15.457, 132.640,  12.936, 125.778,  13.237
3073.000,22919.000,  91.661,  11.704,  87.018,  10.846,  80.988,  10.495
3074.000,   3.000, 142.333,  11.324, 166.667,   9.286, 178.000,   9.416
3075.000,   3.000, 170.667,   8.380, 179.000,   7.483, 184.333,   7.930
3076.000,  26.000,  47.346,  17.832,  39.654,  16.834,  34.192,  17.146
3077.000,  15.000, 176.800,  18.130, 180.600,  16.520, 180.867,  17.401
3078.000,   4.000,  96.250,  16.961, 133.750,  13.809, 131.750,  13.700
3079.000,   4.000, 168.000,  21.107, 197.250,  19.498, 197.500,  19.449
3080.000,   3.000, 144.000,   9.274, 165.333,   7.318, 168.333,   8.055
3081.000,  11.000, 105.727,  11.909,  86.727,  11.616,  79.182,  11.754
3082.000,   4.000, 163.000,  11.158, 171.500,  11.587, 172.000,  10.320
3083.000,   4.000, 175.500,  13.955, 206.750,  11.300, 206.750,  11.278
3084.000,49005.000, 121.366,  17.864, 114.357,  15.333, 107.624,  16.878
3085.000,15698.000, 137.244,  16.010, 119.732,  10.763, 112.484,  12.353
3086.000, 278.000, 153.547,  11.285, 145.320,  10.010, 138.288,  11.146
3087.000, 106.000, 191.368,  14.679, 192.708,  13.559, 195.368,  13.847
3088.000,10282.000, 104.269,  12.962, 102.152,   8.809,  91.815,   9.356
3089.000,16878.000, 109.870,  12.268, 104.000,   9.713,  97.172,  10.247
3090.000, 410.000, 193.773,  17.633, 208.902,  17.460, 214.500,  18.813
3091.000,11985.000,  96.820,  10.107,  93.825,   8.885,  84.851,   8.871
3092.000,  96.000, 163.365,  10.021, 167.583,   9.722, 172.000,   9.817
3093.000,  57.000, 175.930,  14.734, 179.404,  14.071, 185.000,  14.020
3094.000,   3.000, 179.000,  10.424, 180.333,   8.576, 182.333,   8.219
3095.000,   7.000, 197.571,  22.206, 191.857,  20.890, 189.286,  21.164
3096.000,  44.000, 228.705,  17.812, 223.045,  16.506, 223.409,  16.338
3097.000,   5.000,  53.000,   8.672,  61.200,   7.859,  43.000,   8.649
3098.000,   3.000, 185.333,   5.793, 182.667,   6.549, 183.667,   6.549
3099.000,  12.000, 187.250,  17.220, 186.750,  15.460, 188.417,  15.376
3100.000,12041.000, 126.586,  19.295, 120.585,  18.243, 115.784,  18.937
3101.000,18805.000, 137.823,  16.742, 123.576,  15.842, 119.247,  16.529
3102.000,   7.000, 212.429,  10.768, 197.714,  10.753, 190.857,  10.763
3103.000,   5.000, 242.800,  13.363, 229.800,  14.593, 223.000,  14.353
3104.000,   9.000,  20.333,   8.981,  21.889,   9.655,  20.222,   9.635
3105.000,   5.000,  32.800,   5.307,  36.800,   5.307,  22.800,   5.307
3106.000,   5.000, 218.200,  23.760, 203.200,  23.760, 198.200,  23.760
3107.000,   2.000,  43.000,   1.000,  35.000,   0.000,  28.500,   1.500
3108.000,24180.000,  96.668,  12.793,  93.879,  10.490,  85.345,  10.525
3109.000,13168.000,  87.208,  12.553,  87.969,  11.753,  78.814,  11.512
3110.000,  61.000, 169.852,  13.934, 171.311,  13.720, 171.525,  14.208
3111.000,   2.000,  18.000,   4.000,  13.000,   4.000,  10.000,   4.000
3112.000,  14.000, 213.929,  16.935, 212.286,  16.645, 214.214,  17.105
3113.000, 120.000, 225.692,  22.713, 227.642,  20.441, 223.217,  21.344
3114.000,   5.000,  39.400,   7.838,  34.800,   7.521,  31.800,   7.521
3115.000,  11.000, 242.364,   6.610, 238.545,   6.569, 240.000,   6.688
3116.000,  95.000, 208.421,  19.007, 208.484,  17.821, 210.168,  18.591
3117.000,  11.000, 170.727,   6.824, 157.182,   7.566, 151.000,   7.804
3118.000,   9.000, 194.333,   5.578, 175.333,   5.831, 168.000,   5.518
3119.000,   5.000, 179.200,  40.529, 187.000,  35.861, 185.800,  37.891
3120.000, 157.000, 240.522,  18.733, 248.420,  11.149, 249.510,  10.954
3121.000,  18.000, 180.667,   8.981, 189.722,   8.742, 192.278,   8.582
3122.000,  63.000, 220.889,  17.063, 223.587,  15.096, 224.175,  15.276
3123.000,  43.000, 174.698,  11.376, 180.535,  11.813, 176.488,  12.330
3124.000,   8.000, 177.250,  11.616, 176.750,  11.840, 179.125,  11.794
3125.000,   8.000,  16.000,   4.975,  16.250,   5.262,  11.500,   5.315
3126.000,27305.000,  95.080,  14.767,  91.739,  14.536,  84.901,  12.709
3127.000,   3.000, 191.667,  15.521, 206.667,  15.521, 211.000,  16.330
3128.000,   9.000, 143.222,  11.602, 138.333,  10.252, 124.111,  10.713
3129.000, 225.000, 230.502,  18.379, 239.582,  15.939, 242.009,  15.527
3130.000,  21.000, 201.238,  18.278, 210.524,  16.147, 213.952,  16.916
3131.000,13897.000, 109.042,  15.564, 103.864,  12.847,  96.665,  13.478
3132.000,11290.000, 109.014,  14.032, 102.756,  10.656,  96.893,  10.806
3133.000,12685.000, 112.925,  15.598, 110.031,  11.310, 101.561,  12.325
3134.000,   6.000,  36.000,  17.010,  36.333,  17.820,  30.000,  16.852
3135.000,   4.000, 132.750,  37.539, 181.250,  31.807, 175.500,  31.769
3136.000,10403.000,  98.172,  13.921,  97.534,  10.986,  88.615,  12.147
3137.000,   3.000,  48.667,   4.784,  92.000,   6.683,  97.000,   5.888
3138.000,   7.000, 172.000,  12.513, 200.000,   6.000, 203.571,   7.688
3139.000,   5.000,  52.200,  11.788,  60.200,  11.788,  49.200,  11.788
3140.000,   3.000,  33.000,   8.287,  41.000,   8.287,  29.333,   8.498
3141.000,   3.000,  19.333,   7.542,  27.333,   7.542,  15.667,   8.055
3142.000,  57.000, 161.912,  13.380, 186.404,  10.634, 188.333,  11.257
3143.000,  40.000, 205.950,  19.614, 198.375,  19.862, 197.950,  19.355
3144.000,  79.000, 202.608,  21.148, 212.025,  19.405, 211.392,  19.665
3145.000, 165.000, 247.533,  10.600, 251.079,   7.279, 251.721,   7.568
3146.000, 114.000, 192.789,  20.149, 200.211,  16.029, 201.693,  16.356
3147.000,   7.000, 213.429,  15.060, 204.286,  14.878, 202.571,  15.352
3148.000,  13.000, 245.000,   9.021, 238.846,   8.619, 238.231,   9.697
3149.000,25055.000, 109.660,  12.505, 102.471,  10.050,  94.298,  10.110
3150.000,   8.000, 164.500,  18.412, 185.500,  11.769, 189.750,  12.843
3151.000,   4.000, 166.500,  15.898, 198.250,  10.009, 197.250,  10.256
3152.000,  30.000, 224.900,  34.607, 235.667,  31.059, 237.367,  29.840
3153.000,  61.000, 216.689,  22.498, 212.311,  20.642, 208.770,  21.006
3154.000, 192.000, 173.922,  13.322, 178.182,  12.053, 183.625,  12.484
3155.000,  24.000, 236.250,  24.602, 224.750,  28.531, 214.833,  28.229
3156.000, 169.000, 166.562,  14.201, 168.136,  14.886, 169.793,  14.207
3157.000,  31.000, 206.903,  18.504, 212.968,  17.125, 215.839,  17.454
3158.000,   5.000, 147.400,  12.208, 159.600,  11.271, 158.200,  10.647
3159.000,26179.000, 105.011,   8.580,  97.941,   6.553,  89.915,   6.938
3160.000,   3.000, 169.667,  11.025, 178.667,   9.393, 185.667,  10.209
3161.000,  60.000, 206.500,  26.040, 186.650,  26.377, 182.383,  25.922
3162.000,   9.000,  41.333,  18.439,  43.889,  18.610,  37.111,  18.520
3163.000,  32.000, 163.375,   9.971, 155.031,   9.329, 147.156,   9.628
