Index,Histogram,band_1_mean,band_1_std,band_2_mean,band_2_std,band_3_mean,band_3_std
   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   1.000,   8.000,  34.125,  11.667,  39.125,  11.667,  33.125,  11.667
   2.000,14925.000,  92.508,   8.849,  95.328,   7.683,  82.067,   7.800
   3.000,  28.000,  41.643,  16.697,  46.821,  16.878,  39.286,  16.357
   4.000,10194.000,  92.263,  13.390,  89.046,  11.955,  81.986,  11.606
   5.000,   7.000,  61.286,   8.729,  50.571,   8.533,  47.571,   8.122
   6.000,  62.000,  54.935,  13.044,  52.774,  12.212,  47.758,  12.795
   7.000,15607.000,  99.178,   9.506,  94.540,   8.221,  87.020,   8.557
   8.000,  31.000,  53.419,  16.392,  49.710,  16.312,  46.806,  15.987
   9.000,18013.000,  75.185,  10.577,  77.067,  10.588,  71.356,   9.979
  10.000,  11.000,  44.455,  16.245,  43.091,  16.172,  38.273,  16.310
  11.000,   3.000,  38.667,   8.179,  41.000,   8.524,  34.333,   8.340
  12.000,   4.000,  31.750,  17.166,  36.750,  17.166,  29.750,  17.166
  13.000,11678.000,  85.664,  10.768,  86.365,  10.128,  76.199,   9.697
  14.000,  33.000,  43.242,  17.157,  40.455,  16.632,  36.970,  16.651
  15.000,   5.000,  40.200,  13.227,  42.200,  13.227,  37.200,  13.227
  16.000,13148.000,  98.586,   9.731,  97.699,   7.647,  86.397,   7.920
  17.000,15660.000,  95.425,  13.363,  88.708,  12.125,  83.015,  11.106
  18.000,  20.000,  47.450,  14.637,  47.450,  14.133,  42.200,  14.549
  19.000,12869.000, 104.841,  15.406, 101.808,  12.356,  90.410,  12.555
  20.000,10949.000,  90.425,  11.441,  88.022,  10.427,  79.933,  10.507
  21.000,12930.000,  90.045,   9.905,  91.011,   8.507,  80.207,   8.574
  22.000,17942.000, 106.655,  11.946,  97.984,   8.681,  91.428,   9.224
  23.000,   2.000,  15.000,   0.000,  10.000,   0.000,   4.000,   0.000
  24.000,   2.000,  29.000,   1.000,  32.000,   1.000,  25.000,   1.000
  25.000,  11.000,  35.636,  12.984,  42.909,  13.083,  28.273,  13.025
  26.000,14125.000,  76.716,  11.895,  77.149,  12.185,  71.859,  11.659
  27.000,   5.000,  45.400,   7.499,  48.600,   7.710,  38.000,   7.668
  28.000,36565.000, 113.184,  11.012, 101.102,   9.239,  95.039,   9.019
  29.000,27826.000,  92.773,  10.805,  90.068,   9.703,  81.810,   9.310
  30.000,12092.000,  85.964,  10.290,  85.125,   9.851,  78.489,   9.578
  31.000,23577.000,  97.757,  12.716,  85.304,  11.623,  85.718,  10.712
  32.000,14591.000,  90.806,  12.883,  90.140,  11.798,  80.872,  11.010
  33.000,19357.000, 103.869,  10.944,  95.838,   9.349,  89.478,   9.076
  34.000,11195.000,  84.359,   9.342,  88.506,   8.871,  75.991,   8.697
  35.000,13339.000,  90.630,   9.824,  90.915,   8.889,  80.920,   8.411
  36.000,39204.000, 102.628,  10.919,  96.560,   9.521,  89.417,   9.140
  37.000,21923.000,  86.486,  12.556,  82.778,  12.792,  78.470,  10.850
  38.000,16926.000,  86.507,  11.990,  85.711,  11.851,  77.798,  11.059
  39.000,12738.000, 123.786,   8.581, 104.061,   7.828, 103.228,   7.457
  40.000,16169.000,  86.521,  10.727,  87.096,  10.857,  76.869,  10.056
  41.000,  19.000,  41.842,  12.110,  48.316,  12.161,  40.632,  12.166
  42.000,20228.000, 108.176,  12.712,  94.012,  11.045,  91.985,  10.840
  43.000,22480.000,  91.923,  10.399,  91.857,   9.162,  80.740,   8.773
  44.000,10772.000,  93.946,  11.388,  89.754,   8.706,  84.983,   9.048
  45.000,12621.000,  99.505,   9.730,  96.430,   8.824,  86.417,   8.688
  46.000,19454.000,  84.448,   9.633,  85.588,   9.320,  78.906,   9.146
  47.000,16266.000,  97.261,  13.814,  85.929,  12.411,  84.267,  11.893
  48.000,17516.000, 126.402,  13.287, 109.038,  11.652, 103.697,  10.794
  49.000,21825.000,  88.621,   6.830,  88.722,   6.600,  82.964,   6.490
  50.000,  20.000,  48.850,  15.167,  36.100,  14.652,  40.900,  14.983
  51.000,   2.000,  31.500,   0.500,  28.500,   0.500,  19.500,   0.500
  52.000,  38.000,  61.684,  18.434,  56.789,  19.501,  47.947,  18.811
  53.000,29429.000, 101.344,   9.384,  97.193,   7.696,  87.357,   7.636
  54.000,19283.000,  90.463,   9.783,  89.852,   9.062,  82.654,   8.809
  55.000,  71.000, 148.352,  13.252, 136.831,  12.076, 127.493,  12.274
  56.000,11552.000,  89.850,  10.861,  88.806,   9.977,  79.718,   9.682
  57.000,26182.000,  94.436,   9.702,  90.787,   8.605,  84.533,   8.577
  58.000,   8.000,  55.625,  10.392,  47.125,  10.422,  39.875,  10.398
  59.000,   4.000,  27.250,   3.700,  16.250,   3.700,  20.250,   3.700
  60.000,  10.000,  36.400,  14.073,  39.400,  14.172,  32.700,  14.150
  61.000,24363.000,  77.919,  12.103,  79.234,  11.983,  72.708,  11.692
  62.000,   6.000,  46.167,  11.682,  42.500,  11.701,  31.333,  11.686
  63.000,13825.000, 105.802,  10.910, 100.352,   8.230,  90.043,   8.518
  64.000,   4.000,  39.250,  12.696,  36.000,  11.446,  34.250,  11.497
  65.000,11728.000,  98.079,  10.780,  93.341,   9.381,  84.965,   9.027
  66.000,13338.000,  92.430,  10.123,  91.073,   9.188,  81.938,   8.796
  67.000,17581.000,  96.825,  13.660,  87.266,  12.208,  85.140,  11.576
  68.000,   4.000,  21.500,   4.272,  27.500,   4.272,  15.500,   4.272
  69.000,27248.000, 105.748,  10.255,  99.067,   8.775,  91.122,   8.565
  70.000,   9.000,  34.444,  12.703,  25.111,  12.609,  26.778,  12.743
  71.000,30792.000,  81.352,  11.202,  82.883,  11.231,  76.330,  10.603
  72.000,  16.000,  52.562,  13.870,  45.875,  13.388,  42.438,  13.532
  73.000,15706.000,  90.100,  10.069,  91.098,   9.848,  80.099,   9.105
  74.000,16439.000,  90.864,   8.166,  88.195,   7.819,  82.754,   7.713
  75.000,   2.000,  31.500,   1.500,  32.500,   1.500,  26.500,   1.500
  76.000,20735.000,  90.071,  10.326,  87.070,   9.621,  78.744,   9.430
  77.000,15130.000,  96.779,   7.874,  96.841,   6.823,  85.115,   6.832
  78.000,13145.000,  87.066,  10.170,  86.904,   9.490,  79.959,   9.377
  79.000,   3.000,  38.000,   4.546,  38.000,   4.082,  35.000,   5.354
  80.000,   2.000,  14.500,   3.500,  17.500,   3.500,  10.500,   3.500
  81.000,15157.000,  87.280,   7.979,  85.583,   7.682,  80.892,   7.655
  82.000,22574.000,  92.270,  13.300,  88.920,  12.389,  81.020,  11.632
  83.000,12163.000, 102.540,  11.413,  98.980,   9.290,  88.499,   9.568
  84.000,13835.000, 118.845,  15.926, 104.655,  13.421,  99.464,  12.599
  85.000,18730.000,  87.701,  12.636,  86.100,  11.740,  77.779,  11.207
  86.000,11159.000,  86.911,  12.901,  82.992,  12.750,  77.094,  11.813
  87.000,   4.000,  31.750,   3.192,  26.750,   3.192,  23.750,   3.192
  88.000,  13.000,  47.846,  10.662,  43.154,  10.538,  39.308,  10.276
  89.000,20103.000,  79.084,  10.691,  78.589,  10.766,  73.286,  10.322
  90.000,13794.000, 106.119,   9.065,  95.488,   8.262,  90.708,   8.031
  91.000,19672.000,  81.882,   9.567,  82.654,   9.316,  76.743,   9.115
  92.000,   4.000,  33.750,   5.673,  32.000,   5.244,  28.250,   5.356
  93.000,18897.000, 101.253,  13.694,  90.713,  12.334,  87.751,  11.771
  94.000,   6.000,  26.667,  11.382,  20.667,  11.382,  24.667,  11.382
  95.000,19722.000,  96.208,   9.188,  91.915,   8.287,  83.235,   8.209
  96.000,   7.000,  50.000,  10.502,  56.714,  10.819,  46.286,  10.606
  97.000,10223.000,  81.088,  10.496,  80.206,  10.307,  75.497,  10.088
  98.000,   5.000,  19.800,   9.537,  12.800,   9.304,  12.600,   9.769
  99.000,18194.000,  93.588,   9.022,  91.153,   7.542,  85.335,   7.831
 100.000,11799.000, 120.378,  13.742, 106.416,  12.331, 101.942,  11.791
 101.000,14578.000,  77.687,   9.938,  78.333,   9.846,  72.477,   9.610
 102.000,12992.000,  99.365,  11.279,  94.094,   9.288,  87.980,   9.503
 103.000,14078.000,  91.384,  12.433,  87.484,  11.622,  80.386,  10.770
 104.000,12222.000,  91.896,   9.022,  89.007,   8.183,  83.466,   8.067
 105.000,11776.000,  93.354,  12.540,  89.539,  11.840,  81.764,  11.166
 106.000,25127.000, 110.219,  11.004, 101.892,   9.295,  93.567,   9.107
 107.000,26557.000,  85.501,  10.849,  84.691,  10.316,  77.662,  10.228
 108.000,1000.000,  84.620,   7.199,  85.944,   7.159,  77.586,   7.163
 109.000,21889.000, 114.212,  13.150, 105.737,  11.474,  96.382,  11.270
 110.000,46037.000,  88.581,  11.387,  86.740,  10.529,  80.166,  10.247
 111.000,31528.000,  88.648,  11.143,  86.315,  10.870,  80.647,  10.266
 112.000,14668.000, 102.764,  10.465,  97.059,   9.404,  89.160,   9.095
 113.000,13735.000,  83.939,  12.514,  81.794,  12.177,  76.819,  11.443
 114.000,12348.000, 112.057,  12.159, 103.107,  10.752,  94.273,  10.674
 115.000,   2.000,  37.000,   0.000,  48.000,   0.000,  32.000,   0.000
 116.000,   6.000,  48.167,  16.687,  40.833,  17.063,  35.000,  16.872
 117.000,  15.000,  42.067,  20.879,  50.267,  21.142,  37.933,  21.277
 118.000,10970.000,  94.679,   9.100,  91.008,   8.212,  83.697,   7.963
 119.000,14942.000,  97.683,  11.235,  93.628,   9.767,  84.149,   9.582
 120.000,10413.000,  78.371,  10.214,  77.560,  10.454,  72.581,  10.107
 121.000,   6.000,  42.167,  10.007,  35.833,   9.582,  32.833,   9.771
 122.000,16172.000,  88.148,   8.923,  88.776,   8.612,  82.762,   8.318
 123.000,24751.000, 109.470,  14.075, 103.867,  11.638,  92.909,  11.792
 124.000,   7.000,  30.857,   9.934,  32.857,   9.934,  27.857,   9.934
 125.000,10226.000,  96.916,  12.264,  90.488,  11.164,  84.282,  10.880
 126.000,20209.000,  98.514,   8.442,  93.779,   7.695,  87.451,   7.540
 127.000,19617.000,  88.276,  10.451,  87.927,  10.677,  79.617,   9.539
 128.000,20904.000,  92.920,   9.865,  89.706,   9.258,  82.521,   8.758
 129.000,33059.000,  82.999,  10.507,  81.918,  10.092,  76.338,   9.852
 130.000,18164.000, 101.212,  11.699,  94.254,   8.898,  89.364,   9.140
 131.000,11596.000,  84.793,  12.883,  82.269,  12.477,  75.920,  11.921
 132.000,30186.000,  91.551,   9.619,  90.204,   8.826,  83.407,   8.605
 133.000,11966.000, 100.362,  10.338,  94.910,   9.182,  88.286,   9.267
 134.000,   6.000,  32.333,  11.629,  37.833,  11.739,  32.833,  12.020
 135.000,23012.000,  89.392,  12.343,  84.767,  11.061,  80.240,  10.942
 136.000,26581.000,  82.111,  12.624,  79.295,  12.502,  75.221,  11.711
 137.000,   8.000,  27.875,  16.922,  23.875,  16.922,  21.375,  17.153
 138.000,   7.000,  36.571,  11.198,  35.571,  11.198,  31.571,  11.198
 139.000,24873.000,  96.369,  13.615,  90.157,  11.332,  83.301,  11.402
 140.000,12799.000,  88.436,   9.895,  89.539,   9.131,  82.391,   8.752
 141.000,13508.000,  92.767,  10.968,  88.280,  10.606,  81.454,   9.597
 142.000,24051.000,  92.513,  11.678,  90.226,  10.769,  80.961,  10.298
 143.000,10199.000,  88.703,   9.731,  86.225,   9.317,  79.961,   9.178
 144.000,  22.000,  32.636,  14.806,  34.182,  15.008,  24.545,  14.447
 145.000,13128.000,  95.837,   9.058,  92.721,   8.289,  86.061,   8.023
 146.000,32020.000, 103.892,   9.948,  99.980,   8.823,  90.776,   8.791
 147.000,  19.000,  48.526,  11.109,  47.526,  11.109,  42.526,  11.109
 148.000,   5.000,  40.000,   8.295,  39.400,   8.065,  37.800,   7.414
 149.000,14520.000,  86.208,  10.704,  85.708,  10.174,  77.736,   9.909
 150.000,18585.000,  84.528,   8.819,  84.248,   8.574,  77.596,   8.590
 151.000,21276.000, 105.093,  11.332, 100.156,   9.693,  90.826,   9.638
 152.000,11115.000,  82.177,   8.920,  81.850,   9.059,  76.672,   8.783
 153.000,  15.000,  41.200,  10.355,  39.000,  10.967,  35.400,  10.744
 154.000,28227.000,  91.341,  10.799,  88.580,  10.153,  81.294,   9.916
 155.000,28646.000, 109.482,  13.362, 101.312,  10.601,  92.971,  10.594
 156.000,21909.000, 106.057,  11.736,  99.624,  10.424,  90.026,  10.326
 157.000,25491.000,  87.579,  11.059,  85.663,  10.519,  78.927,  10.113
 158.000,20036.000,  77.667,  11.470,  79.758,  11.772,  73.217,  11.033
 159.000,13136.000,  92.126,  10.755,  90.681,   9.723,  82.666,   9.485
 160.000,14087.000, 118.813,  12.765, 106.453,  10.235,  99.724,  10.367
 161.000,16879.000,  89.344,  10.782,  86.643,   9.886,  80.895,  10.015
 162.000,20913.000,  91.805,  11.194,  90.424,   9.967,  81.942,   9.826
 163.000,32757.000,  90.441,  10.916,  87.741,  10.243,  80.053,   9.848
 164.000,   7.000,  30.000,  12.142,  32.857,  12.112,  29.857,  12.345
 165.000,26516.000,  84.842,  10.706,  83.419,   9.882,  78.080,   9.873
 166.000,   2.000,  18.500,   0.500,  14.000,   1.000,  12.000,   2.000
 167.000,20244.000,  89.160,  12.289,  84.532,  11.465,  78.716,  11.015
 168.000,16771.000, 114.406,  15.291, 104.746,  12.950,  96.229,  12.483
 169.000,   6.000,  26.833,  15.115,  29.833,  15.115,  20.833,  15.115
 170.000,   4.000,   9.000,   2.739,  16.000,   2.550,   6.750,   2.385
 171.000,15475.000,  96.065,  13.603,  89.747,  11.387,  83.798,  11.406
 172.000,10604.000, 105.239,  11.997,  94.908,  10.634,  90.829,  10.325
 173.000,11848.000,  97.218,  11.118,  91.316,   9.991,  87.295,  10.475
 174.000,   2.000,  10.500,   0.500,  12.500,   0.500,   4.000,   0.000
 175.000,   6.000,  39.500,  15.714,  38.500,  15.714,  36.500,  15.714
 176.000,15975.000, 101.956,  11.424,  95.432,   9.591,  88.377,   9.605
 177.000,22866.000,  73.632,  12.887,  77.277,  12.927,  69.558,  12.415
 178.000,13495.000,  87.458,  11.080,  86.315,  10.523,  78.136,   9.795
 179.000,   4.000,  33.750,   6.016,  41.750,   6.016,  28.250,   6.534
 180.000,   5.000,  25.200,  11.444,  16.200,  11.444,  17.200,  11.444
 181.000,22293.000,  92.516,  12.999,  86.278,  11.905,  81.215,  11.442
 182.000,14128.000,  90.532,  10.808,  88.705,  10.909,  81.631,   9.935
 183.000,17329.000, 100.718,   9.300,  96.852,   8.074,  89.092,   8.102
 184.000,  13.000,  54.308,  10.759,  51.308,  11.111,  46.462,  11.119
 185.000,   2.000,  12.500,   5.500,  19.500,   5.500,  11.500,   5.500
 186.000,   2.000,  11.000,   2.000,  16.000,   2.000,   9.000,   2.000
 187.000,   2.000,  25.000,   1.000,  26.000,   1.000,  20.000,   1.000
 188.000,   2.000,  14.000,   5.000,  15.000,   5.000,   7.000,   5.000
 189.000,   2.000,   9.500,   4.500,  19.000,   3.000,   5.500,   3.500
 190.000,15234.000,  94.553,  10.783,  93.189,   8.951,  84.264,   8.754
 191.000,13545.000,  71.245,  12.986,  76.159,  13.059,  67.718,  12.627
 192.000,15925.000,  98.016,  13.861,  92.713,  11.148,  85.388,  11.810
 193.000,14551.000, 101.020,   9.745,  93.768,   8.630,  88.563,   7.958
 194.000,   4.000,  20.750,  10.756,  34.250,  10.425,  17.250,  10.425
 195.000,12419.000,  95.276,   9.282,  92.871,   8.111,  85.107,   8.343
 196.000,   7.000,  19.000,  15.071,  25.143,  14.971,  18.571,  15.013
 197.000,11123.000,  96.895,  12.171,  95.311,  10.168,  88.074,  10.621
 198.000,   5.000,  36.600,  14.894,  46.400,  12.611,  30.800,  13.526
 199.000,  12.000,  19.583,  13.829,  35.000,  14.463,  17.417,  14.151
 200.000,   2.000,  17.500,   7.500,  14.500,   7.500,   9.500,   7.500
 201.000,   4.000,  34.750,  12.070,  33.750,  12.070,  28.750,  12.070
 202.000,23245.000, 118.812,  11.654, 106.707,   9.832, 101.178,   9.568
 203.000,29075.000,  82.543,  11.351,  82.559,  11.547,  76.642,  10.728
 204.000,17467.000, 103.063,  12.065,  96.347,  10.212,  88.614,  10.105
 205.000,32964.000, 106.770,  13.836,  94.838,  11.057,  90.526,  10.997
 206.000,18394.000, 107.786,  12.538,  98.241,   9.721,  92.626,  10.017
 207.000,19035.000, 102.051,  12.807,  97.944,  11.371,  90.148,  10.868
 208.000,  51.000,  38.686,  16.427,  37.157,  16.550,  37.353,  16.625
 209.000,   3.000,  14.000,   7.789,  19.667,   8.014,  10.667,   7.409
 210.000,   6.000,  26.000,  18.601,  39.333,  18.481,  24.667,  18.463
 211.000,25062.000,  93.310,  12.790,  88.144,  11.330,  81.152,  10.835
 212.000,  10.000,  21.000,   8.567,  24.900,   8.031,  15.600,   8.188
 213.000,   4.000,  30.500,   5.679,  32.500,   5.679,  28.500,   5.590
 214.000,12744.000,  80.872,  12.038,  75.980,  11.577,  73.324,  11.296
 215.000,   6.000,  28.000,   9.661,  30.000,   9.661,  27.000,   9.661
 216.000,19438.000,  90.805,  11.485,  84.516,  10.765,  80.889,  10.341
 217.000,   9.000,  36.667,  10.593,  43.000,  10.667,  34.222,  10.075
 218.000,18377.000, 129.257,  12.214, 113.732,  11.301, 108.684,  11.168
 219.000,13571.000,  88.506,  10.669,  86.733,   9.957,  79.610,   9.818
 220.000,   3.000,  26.000,  22.862,  38.667,  22.291,  25.000,  22.015
 221.000,  24.000,  40.875,  13.087,  52.167,  12.253,  38.167,  12.398
 222.000,16616.000, 125.195,  15.814, 109.421,  12.162, 104.538,  12.448
 223.000,  13.000,  45.846,  16.057,  48.077,  15.721,  33.462,  16.232
 224.000,17138.000,  82.420,  12.008,  80.308,  11.152,  75.597,  11.362
 225.000,10618.000,  98.714,   9.947,  95.138,   8.329,  85.950,   8.368
 226.000,12328.000, 102.810,  15.863,  95.518,  13.858,  89.097,  13.054
 227.000,   7.000,  34.429,  20.507,  35.429,  20.507,  29.429,  20.507
 228.000,  15.000,  41.733,  14.121,  47.533,  13.885,  32.333,  13.994
 229.000,18794.000,  84.852,  10.185,  88.855,  10.362,  79.409,   9.594
 230.000,34715.000,  76.510,  12.817,  77.739,  12.554,  72.326,  12.312
 231.000,  10.000,  37.800,  10.458,  39.800,  10.458,  36.800,  10.458
 232.000,14870.000,  94.999,   8.757,  90.229,   7.684,  85.317,   7.521
 233.000,21007.000,  85.563,  10.542,  85.381,  10.069,  78.029,   9.677
 234.000,15799.000, 111.065,  13.455,  94.093,  11.930,  92.459,  11.505
 235.000,   5.000,  14.800,  10.515,  13.600,  10.744,  12.200,  10.088
 236.000,38336.000, 101.368,  11.501,  96.879,   9.438,  88.069,   9.364
 237.000,  12.000,  38.750,  14.669,  37.750,  14.669,  34.917,  15.234
 238.000,   7.000,  36.714,  17.044,  37.714,  17.044,  29.714,  17.044
 239.000,  11.000,  17.364,  10.464,  19.364,  10.464,  17.818,  10.399
 240.000,  12.000,  73.750,   8.681,  52.417,   8.241,  52.917,   9.078
 241.000,   5.000,  27.000,  10.640,  35.800,  10.796,  24.800,  10.796
 242.000,   7.000,  20.286,  10.110,  20.571,  10.404,  17.714,   9.558
 243.000,13062.000, 104.960,  11.888,  97.604,   9.453,  92.013,  10.068
 244.000,  10.000,  40.900,  13.605,  42.100,  13.531,  36.300,  13.469
 245.000,  27.000,  45.926,   9.854,  42.370,   9.677,  39.667,   9.718
 246.000,11720.000,  87.780,  11.072,  84.477,  10.738,  77.315,  10.371
 247.000,   4.000,  44.000,   5.874,  47.000,   5.874,  36.000,   5.874
 248.000,   2.000,   7.500,   0.500,  10.500,   0.500,   3.500,   0.500
 249.000,13500.000,  90.764,   8.243,  87.102,   7.933,  80.358,   7.762
 250.000,   4.000,  31.000,   5.050,  34.000,   5.050,  27.000,   5.050
 251.000,   5.000,  26.600,  13.691,  27.400,  13.618,  23.000,  13.871
 252.000,25062.000,  96.696,  13.716,  90.513,  11.955,  84.396,  11.534
 253.000,27714.000,  95.648,  12.203,  90.315,  10.619,  82.746,  10.403
 254.000,  22.000,  49.045,  13.047,  47.364,  12.507,  39.818,  12.558
 255.000,11596.000,  70.602,  13.247,  73.394,  13.603,  66.957,  12.964
 256.000,25568.000, 121.160,  11.008, 104.696,   9.907, 101.255,   9.422
 257.000,14297.000,  81.184,  11.272,  80.045,  11.027,  74.125,  10.725
 258.000,  68.000, 148.809,  12.403, 139.235,  10.965, 130.191,  11.427
 259.000,   2.000,  30.500,   2.500,  42.000,   3.000,  28.000,   3.000
 260.000,  11.000,  31.909,  16.189,  29.909,  16.189,  30.909,  16.189
 261.000,   4.000,  40.000,  12.629,  35.000,  12.629,  31.000,  12.629
 262.000,   6.000,  32.167,  12.075,  42.667,  12.051,  30.667,  12.023
 263.000,  11.000,  37.000,  10.401,  42.000,  10.401,  35.000,  10.401
 264.000,23899.000,  93.374,  11.592,  89.362,  10.197,  82.281,   9.915
 265.000,   2.000,  20.000,   5.000,  17.000,   5.000,  12.000,   5.000
 266.000,11706.000,  87.869,   8.245,  87.768,   8.611,  81.486,   7.953
 267.000,25796.000,  71.378,  13.408,  73.198,  13.599,  67.474,  12.858
 268.000,   6.000,  38.333,  15.871,  37.000,  15.449,  32.000,  15.449
 269.000,10407.000,  83.443,  11.165,  82.045,  10.898,  75.599,  10.493
 270.000,  15.000,  55.333,  13.573,  48.000,  13.653,  43.000,  13.461
 271.000,13681.000,  86.504,  11.796,  84.010,  10.855,  77.368,  10.627
 272.000,10589.000,  68.403,  14.154,  70.789,  14.187,  65.279,  13.777
 273.000,28703.000, 115.738,  15.172, 102.828,  12.361,  97.546,  12.049
 274.000,18295.000,  85.867,   9.326,  84.723,   9.603,  79.083,   9.131
 275.000,10795.000, 132.955,  10.778, 114.139,   9.889, 111.370,   9.376
 276.000,23772.000, 116.593,  13.108, 100.848,  11.202,  98.121,  11.154
 277.000,11403.000, 109.753,  11.991,  97.952,  10.056,  92.461,   9.556
 278.000,14325.000, 101.335,  13.357,  94.160,  11.227,  88.154,  11.192
 279.000,18189.000, 127.184,  12.101, 109.487,  10.887, 104.248,  10.246
 280.000,   4.000,  15.750,  12.716,  15.250,  12.336,  13.250,  12.336
 281.000,   6.000,  23.833,  13.692,  25.833,  13.692,  20.833,  13.692
 282.000,20965.000, 115.806,  12.331, 102.029,  10.885,  97.265,  10.340
 283.000,24703.000,  91.357,   9.756,  88.886,   8.792,  82.101,   8.480
 284.000,31954.000,  88.978,  11.492,  87.364,  11.003,  79.910,  10.353
 285.000,  25.000,  45.800,   9.304,  43.960,   8.911,  40.240,   9.021
 286.000,  11.000, 136.545,  12.063, 132.545,  12.063, 123.545,  12.063
 287.000,12832.000, 107.049,  11.820, 100.827,  10.324,  92.548,  10.215
 288.000,11617.000, 136.177,   9.888, 117.117,   9.900, 112.945,   9.289
 289.000,24680.000,  75.365,  12.376,  78.594,  12.314,  71.150,  11.889
 290.000,19125.000,  94.799,  12.120,  90.023,  10.575,  83.833,  10.252
 291.000,   2.000,  14.000,   7.000,  19.000,   7.000,  12.000,   7.000
 292.000,41664.000,  99.952,  10.944,  92.415,   9.270,  86.070,   9.367
 293.000,   6.000,  67.000,  10.472,  54.500,  10.243,  52.333,   9.603
 294.000,   6.000,  41.167,  12.746,  54.167,  13.031,  41.667,  12.880
 295.000,  10.000,  25.600,  13.403,  25.800,  13.460,  23.200,  13.325
 296.000,11534.000,  91.494,  17.599,  81.113,  16.135,  79.577,  13.893
 297.000,   4.000,  40.250,   8.408,  32.250,   8.408,  30.250,   8.408
 298.000,21236.000,  81.090,   9.814,  83.142,   9.558,  77.039,   9.378
 299.000,11371.000, 107.185,  12.552, 100.889,  10.986,  93.549,  10.994
 300.000,11005.000, 107.208,  12.571,  98.585,  10.917,  92.088,  10.751
 301.000,   6.000,  32.500,   8.421,  33.000,   8.367,  25.000,   8.367
 302.000,   2.000,  27.000,   1.000,  35.000,   1.000,  23.000,   2.000
 303.000,13059.000, 114.510,  13.620, 104.264,  11.410,  97.344,  11.451
 304.000,25992.000,  77.547,  10.819,  81.151,  11.163,  74.332,  10.616
 305.000,  11.000,  34.727,  13.431,  25.727,  13.431,  30.000,  13.232
 306.000,16120.000,  80.891,   9.956,  84.830,  10.743,  76.945,   9.620
 307.000,   5.000,  52.600,   8.237,  38.800,   8.304,  33.200,   8.256
 308.000,10846.000, 128.827,  13.623, 111.795,  13.331, 107.489,  12.332
 309.000,  16.000,  26.062,  18.154,  42.312,  17.116,  25.875,  17.485
 310.000,24027.000, 106.183,  15.151,  98.842,  11.717,  90.911,  11.470
 311.000,10337.000,  82.295,  10.777,  90.293,  11.805,  79.547,  10.591
 312.000,11150.000, 100.978,  10.279,  90.600,   9.116,  86.823,   8.599
 313.000,26869.000, 113.019,  13.166,  97.719,  12.331,  94.729,  11.783
 314.000,24521.000, 125.453,  13.964, 111.176,  12.617, 104.758,  12.050
 315.000,10688.000, 131.744,   9.548, 112.498,   8.911, 109.036,   8.502
 316.000,   3.000,  16.333,  14.614,  15.333,  14.614,  11.333,  14.614
 317.000,11753.000, 113.372,  13.925,  99.155,  12.657,  95.164,  11.777
 318.000,12365.000,  91.036,   8.735,  89.457,   7.866,  83.092,   7.892
 319.000,12970.000, 117.307,  10.419, 101.675,   9.228,  98.142,   8.426
 320.000,   2.000,  24.000,   6.000,  38.500,   4.500,  28.000,   5.000
 321.000,   2.000,  13.000,   4.000,  30.000,   3.000,  18.500,   3.500
 322.000,27466.000, 131.860,  10.140, 110.559,   9.332, 108.492,   8.933
 323.000,14654.000,  88.407,  13.189,  81.374,  11.916,  78.902,  11.560
 324.000,   4.000,  37.750,  22.432,  48.750,  21.440,  37.250,  21.936
 325.000,   6.000,  23.000,  10.614,  25.667,  10.323,  19.167,  10.637
 326.000,   5.000,  39.200,   8.727,  48.400,   8.980,  37.400,   8.980
 327.000,  10.000,  25.500,  17.443,  27.700,  17.436,  22.100,  17.415
 328.000,  79.000,  94.051,   7.123,  83.734,   6.591,  76.823,   6.718
 329.000,  13.000,  29.769,  19.368,  36.308,  18.955,  27.923,  19.905
 330.000,23408.000,  87.284,  11.931,  85.359,  10.676,  78.712,  10.490
 331.000,  32.000,  61.594,  15.522,  53.344,  15.445,  50.375,  15.364
 332.000,11107.000, 130.907,  10.091, 112.444,   9.684, 110.292,   9.536
 333.000,17546.000, 117.604,  14.534, 100.620,  12.656,  98.744,  12.417
 334.000,   3.000,   8.000,   1.633,   5.667,   3.682,   7.333,   2.055
 335.000,16260.000, 134.880,  14.602, 116.756,  11.731, 108.540,  11.440
 336.000,13924.000,  88.700,   9.007,  88.252,   8.448,  81.898,   8.159
 337.000,   5.000,  19.600,   6.651,  21.000,   7.127,  16.000,   7.127
 338.000,   2.000,  12.500,   7.500,  13.500,   7.500,   8.500,   7.500
 339.000,18940.000,  65.726,  13.665,  67.188,  13.740,  62.701,  13.422
 340.000,   2.000,  18.000,   3.000,  17.000,   3.000,  15.000,   3.000
 341.000,   2.000,  13.500,   1.500,  12.500,   1.500,  10.500,   1.500
 342.000,  10.000,  28.100,   9.364,  28.100,   9.470,  24.300,   9.880
 343.000,   6.000,  18.000,   7.616,  18.667,   7.803,  16.333,   7.696
 344.000,   3.000,  41.667,   4.497,  36.667,   4.497,  33.667,   4.497
 345.000,   6.000,  20.000,   8.926,  17.000,  10.083,  15.667,   9.690
 346.000,  30.000,  31.367,  18.826,  31.367,  18.631,  27.100,  18.614
 347.000,24655.000,  96.026,  12.646,  89.161,  11.493,  83.637,  11.214
